title,capabilities,status,specTitle,linesChanged
run0 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 3 || low5,['Low Pri'],1,Deep1,0
run0 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 4 || never,['Low Pri'],1,Deep1,0
run0 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 5 || never,['Low Pri'],1,Deep1,0
run1 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,5
run1 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,5
run1 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 4 || never,['Low Pri'],1,Landing,5
run1 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 4 || lowest,['Med Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,2
run1 -- Landing Suite 1 || Test 4 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,0
run1 -- Landing Suite 1 || Test 4 || lowest,['Med Pri'],1,Landing,5
run1 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run1 -- Form Suite 1 || Test 1 || never,['Low Pri'],1,Form,0
run1 -- Form Suite 1 || Test 2 || never,['Low Pri'],1,Form,0
run1 -- Form Suite 1 || Test 3 || never,['Low Pri'],1,Form,0
run1 -- Form Suite 1 || Test 4 || never,['Low Pri'],1,Form,0
run1 -- Form Suite 1 || Test 5 || never,['Low Pri'],1,Form,5
run1 -- Form Suite 1 || Test 1 || lowest,['High Pri'],1,Form,25
run1 -- Form Suite 1 || Test 2 || lowest,['High Pri'],1,Form,25
run1 -- Form Suite 1 || Test 3 || lowest,['High Pri'],0,Form,25
run1 -- Form Suite 1 || Test 4 || lowest,['High Pri'],1,Form,100
run1 -- Form Suite 1 || Test 5 || lowest,['High Pri'],1,Form,25
run1 -- Form Suite 1 || Test 1 || never,['Low Pri'],1,Form,0
run1 -- Form Suite 1 || Test 2 || never,['Low Pri'],1,Form,2
run1 -- Form Suite 1 || Test 3 || never,['Low Pri'],1,Form,2
run1 -- Form Suite 1 || Test 4 || never,['Low Pri'],1,Form,0
run1 -- Form Suite 1 || Test 5 || never,['Low Pri'],1,Form,0
run1 -- Form Suite 1 || Test 1 || lowest,['High Pri'],1,Form,100
run1 -- Form Suite 1 || Test 2 || lowest,['High Pri'],1,Form,25
run1 -- Form Suite 1 || Test 3 || lowest,['High Pri'],0,Form,100
run1 -- Form Suite 1 || Test 4 || lowest,['High Pri'],1,Form,75
run1 -- Form Suite 1 || Test 5 || lowest,['High Pri'],1,Form,50
run1 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,2
run1 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,2
run1 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,2
run1 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 5 || low5,['Med Pri'],1,Deep1,25
run1 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,5
run1 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,5
run1 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Test 5 || low5,['Med Pri'],1,Deep1,5
run1 -- Deep1 Suite 1 || Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Test 3 || low5,['Med Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,5
run1 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,5
run1 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 1 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 2 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 3 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 4 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 5 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 1 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 2 || never,['Low Pri'],1,Deep1,0
run1 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 3 || low5,['Low Pri'],1,Deep1,5
run1 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 4 || never,['Low Pri'],1,Deep1,2
run1 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 5 || never,['Low Pri'],1,Deep1,0
run2 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,2
run2 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 4 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,2
run2 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,5
run2 -- Landing Suite 1 || Test 4 || lowest,['Med Pri'],1,Landing,25
run2 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 4 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,5
run2 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 4 || lowest,['Med Pri'],1,Landing,0
run2 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run2 -- Form Suite 1 || Test 1 || never,['Low Pri'],1,Form,0
run2 -- Form Suite 1 || Test 2 || never,['Low Pri'],1,Form,0
run2 -- Form Suite 1 || Test 3 || never,['Low Pri'],1,Form,0
run2 -- Form Suite 1 || Test 4 || never,['Low Pri'],1,Form,0
run2 -- Form Suite 1 || Test 5 || never,['Low Pri'],1,Form,2
run2 -- Form Suite 1 || Test 1 || lowest,['High Pri'],1,Form,25
run2 -- Form Suite 1 || Test 2 || lowest,['High Pri'],1,Form,25
run2 -- Form Suite 1 || Test 3 || lowest,['High Pri'],1,Form,25
run2 -- Form Suite 1 || Test 4 || lowest,['High Pri'],1,Form,25
run2 -- Form Suite 1 || Test 5 || lowest,['High Pri'],1,Form,25
run2 -- Form Suite 1 || Test 1 || never,['Low Pri'],1,Form,0
run2 -- Form Suite 1 || Test 2 || never,['Low Pri'],1,Form,5
run2 -- Form Suite 1 || Test 3 || never,['Low Pri'],1,Form,0
run2 -- Form Suite 1 || Test 4 || never,['Low Pri'],1,Form,0
run2 -- Form Suite 1 || Test 5 || never,['Low Pri'],1,Form,0
run2 -- Form Suite 1 || Test 1 || lowest,['High Pri'],1,Form,50
run2 -- Form Suite 1 || Test 2 || lowest,['High Pri'],1,Form,50
run2 -- Form Suite 1 || Test 3 || lowest,['High Pri'],1,Form,50
run2 -- Form Suite 1 || Test 4 || lowest,['High Pri'],1,Form,50
run2 -- Form Suite 1 || Test 5 || lowest,['High Pri'],1,Form,75
run2 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,5
run2 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 5 || low5,['Med Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,5
run2 -- Deep1 Suite 1 || Test 5 || low5,['Med Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Test 3 || low5,['Med Pri'],1,Deep1,25
run2 -- Deep1 Suite 1 || Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,5
run2 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,5
run2 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,5
run2 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 1 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 2 || never,['Low Pri'],1,Deep1,5
run2 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 3 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 4 || never,['Low Pri'],1,Deep1,2
run2 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 5 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 1 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 2 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 3 || low5,['Low Pri'],1,Deep1,5
run2 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 4 || never,['Low Pri'],1,Deep1,0
run2 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 5 || never,['Low Pri'],1,Deep1,0
run3 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 4 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 4 || lowest,['Med Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,5
run3 -- Landing Suite 1 || Test 4 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,2
run3 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,5
run3 -- Landing Suite 1 || Test 3 || never,['Low Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 4 || lowest,['Med Pri'],1,Landing,0
run3 -- Landing Suite 1 || Test 5 || never,['Low Pri'],1,Landing,5
run3 -- Form Suite 1 || Test 1 || never,['Low Pri'],1,Form,0
run3 -- Form Suite 1 || Test 2 || never,['Low Pri'],1,Form,2
run3 -- Form Suite 1 || Test 3 || never,['Low Pri'],1,Form,0
run3 -- Form Suite 1 || Test 4 || never,['Low Pri'],1,Form,0
run3 -- Form Suite 1 || Test 5 || never,['Low Pri'],1,Form,0
run3 -- Form Suite 1 || Test 1 || lowest,['High Pri'],1,Form,50
run3 -- Form Suite 1 || Test 2 || lowest,['High Pri'],1,Form,50
run3 -- Form Suite 1 || Test 3 || lowest,['High Pri'],1,Form,50
run3 -- Form Suite 1 || Test 4 || lowest,['High Pri'],1,Form,50
run3 -- Form Suite 1 || Test 5 || lowest,['High Pri'],1,Form,100
run3 -- Form Suite 1 || Test 1 || never,['Low Pri'],1,Form,0
run3 -- Form Suite 1 || Test 2 || never,['Low Pri'],1,Form,5
run3 -- Form Suite 1 || Test 3 || never,['Low Pri'],1,Form,0
run3 -- Form Suite 1 || Test 4 || never,['Low Pri'],1,Form,0
run3 -- Form Suite 1 || Test 5 || never,['Low Pri'],1,Form,0
run3 -- Form Suite 1 || Test 1 || lowest,['High Pri'],1,Form,25
run3 -- Form Suite 1 || Test 2 || lowest,['High Pri'],1,Form,25
run3 -- Form Suite 1 || Test 3 || lowest,['High Pri'],1,Form,50
run3 -- Form Suite 1 || Test 4 || lowest,['High Pri'],1,Form,50
run3 -- Form Suite 1 || Test 5 || lowest,['High Pri'],1,Form,50
run3 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 5 || low5,['Med Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,2
run3 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,5
run3 -- Deep1 Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Test 5 || low5,['Med Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,2
run3 -- Deep1 Suite 1 || Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Test 3 || low5,['Med Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 1 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 2 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 3 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 4 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 1 || Test 5 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 1 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 2 || never,['Low Pri'],1,Deep1,2
run3 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 3 || never,['Low Pri'],1,Deep1,5
run3 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 4 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 2 || Test 5 || never,['Low Pri'],1,Deep1,5
run3 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 1 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 2 || never,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 3 || low5,['Low Pri'],1,Deep1,0
run3 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 4 || never,['Low Pri'],1,Deep1,5
run3 -- Deep1 Suite 1 || Suite 1 || Suite 3 || Test 5 || never,['Low Pri'],1,Deep1,0
run4 -- Landing Suite 1 || Test 1 || never,['Low Pri'],1,Landing,5
run4 -- Landing Suite 1 || Test 2 || never,['Low Pri'],1,Landing,0
